códigoventas,fecha,códigocliente,códigoproducto,unidades,preciototal
V000008235,2/12/15,C0006,B016381QZA,8.0,3855.52
V000008236,2/12/15,C0009,B00NQGP42Y,2.0,1135.72
V000008237,2/12/15,C0001,B018IZ0SWI,1.0,387.18
V000008238,2/12/15,C0008,B018IZ0SWI,2.0,774.36
V000008239,2/12/15,C0010,B01LQV1YHO,3.0,1164.42
V000008240,2/12/15,C0013,B01DZJFWNC,2.0,477.24
V000008241,2/12/15,C0014,B00F3J4B5S,7.0,2885.96
V000008242,2/12/15,C0016,B00F3J4B5S,3.0,1236.84
V000008243,3/12/15,C0017,B00J0O5J4Y,3.0,1206.72
V000008244,3/12/15,C0015,B00J0O5J4Y,11.0,4424.64
V000008245,3/12/15,C0018,B00F3J4B5S,3.0,1236.84
V000008246,3/12/15,C0020,B00F3J4B5S,22.0,9070.16
V000008247,3/12/15,C0023,B01EYT1URO,12.0,3764.2799999999997
V000008248,3/12/15,C0025,B01DZJFWNC,1.0,238.62
V000008249,3/12/15,C0026,B01KBH547A,1.0,241.87
V000008250,3/12/15,C0027,B00F3J4B5S,1.0,412.28
V000008251,3/12/15,C0028,B00K15Q2B0,2.0,1035.92
V000008252,3/12/15,C0029,B00K15Q2B0,3.0,1553.88
V000008253,3/12/15,C0030,B00K15Q2B0,2.0,1035.92
V000008254,3/12/15,C0022,B018IZ0SWI,3.0,1161.54
V000008255,3/12/15,C0021,B00J0O5J4Y,4.0,1608.96
V000008256,3/12/15,C0031,B018IZ0SWI,1.0,387.18
V000008257,3/12/15,C0032,B01EYT1URO,3.0,941.0699999999999
V000008258,3/12/15,C0033,B018IZ0SWI,2.0,774.36
V000008259,3/12/15,C0034,B00F3J4B5S,2.0,824.56
V000008260,3/12/15,C0035,B00NQGP42Y,2.0,1135.72
V000008261,3/12/15,C0036,B01LQV1YHO,3.0,1164.42
V000008262,3/12/15,C0037,B00K15Q2B0,3.0,1553.88
V000008263,3/12/15,C0038,B00F3J4B5S,2.0,824.56
V000008264,3/12/15,C0039,B00F3J4B5S,4.0,1649.12
V000008265,3/12/15,C0040,B018IZ0SWI,2.0,774.36
V000008266,3/12/15,C0041,B018IZ0SWI,2.0,774.36
V000008267,3/12/15,C0042,B016B7INC2,2.0,487.56
V000008268,3/12/15,C0043,B00K15Q2B0,3.0,1553.88
V000008269,3/12/15,C0044,B00F3J4B5S,3.0,1236.84
V000008270,3/12/15,C0045,B01EYT1URO,4.0,1254.76
V000008271,3/12/15,C0046,B01LQV1YHO,1.0,388.14
V000008272,3/12/15,C0047,B016B7INC2,2.0,487.56
V000008273,3/12/15,C0048,B00J0O5J4Y,2.0,804.48
V000008274,3/12/15,C0049,B00K15Q2B0,25.0,12949.0
V000008275,3/12/15,C0050,B01KBH547A,18.0,4353.66
V000008276,3/12/15,C0051,B00NQGP42Y,3.0,1703.58
V000008277,3/12/15,C0052,B018IZ0SWI,3.0,1161.54
V000008278,3/12/15,C0053,B00K15Q2B0,3.0,1553.88
V000008279,3/12/15,C0054,B018IZ0SWI,18.0,6969.24
V000008280,3/12/15,C0055,B01DZJFWNC,2.0,477.24
V000008281,3/12/15,C0056,B00NQGP42Y,1.0,567.86
V000008282,3/12/15,C0057,B016381QZA,2.0,963.88
V000008283,3/12/15,C0058,B00NQGP42Y,2.0,1135.72
V000008284,3/12/15,C0059,B018IZ0SWI,1.0,387.18
V000008285,3/12/15,C0060,B01DZJFWNC,2.0,477.24
V000008286,3/12/15,C0061,B00K15Q2B0,3.0,1553.88
V000008287,3/12/15,C0062,B01DZJFWNC,5.0,1193.1
V000008288,3/12/15,C0063,B018IZ0SWI,2.0,774.36
V000008289,3/12/15,C0064,B00K15Q2B0,3.0,1553.88
V000008290,3/12/15,C0065,B00NQGP42Y,11.0,6246.46
V000008291,3/12/15,C0066,B01EYT1URO,3.0,941.0699999999999
V000008292,3/12/15,C0067,B00NQGP42Y,3.0,1703.58
V000008293,3/12/15,C0068,B018IZ0SWI,1.0,387.18
V000008294,3/12/15,C0069,B00K15Q2B0,1.0,517.96
V000008295,3/12/15,C0070,B00NQGP42Y,2.0,1135.72
V000008296,3/12/15,C0002,B00F3J4B5S,1.0,412.28
V000008297,3/12/15,C0012,B01KBH547A,2.0,483.74
V000008298,3/12/15,C0011,B00F3J4B5S,2.0,824.56
V000008299,3/12/15,C0003,B01KBH547A,3.0,725.61
V000008300,3/12/15,C0019,B018IZ0SWI,1.0,387.18
V000008301,3/12/15,C0004,B00NQGP42Y,3.0,1703.58
V000008302,3/12/15,C0024,B00F3J4B5S,2.0,824.56
V000008303,3/12/15,C0007,B01EYT1URO,25.0,7842.25
V000008304,3/12/15,C0005,B01KBH547A,3.0,725.61
V000008305,3/12/15,C0006,B00NQGP42Y,3.0,1703.58
V000008306,3/12/15,C0009,B01LQV1YHO,2.0,776.28
V000008307,3/12/15,C0001,B00F3J4B5S,3.0,1236.84
V000008308,3/12/15,C0008,B00K15Q2B0,1.0,517.96
V000008309,3/12/15,C0010,B01KBH547A,3.0,725.61
V000008310,4/12/15,C0013,B01EYT1URO,3.0,941.0699999999999
V000008311,4/12/15,C0014,B00J0O5J4Y,2.0,804.48
V000008312,4/12/15,C0016,B00NQGP42Y,2.0,1135.72
V000008313,4/12/15,C0017,B00F3J4B5S,1.0,412.28
V000008314,4/12/15,C0015,B018IZ0SWI,21.0,8130.78
V000008315,4/12/15,C0018,B01KBH547A,2.0,483.74
V000008316,4/12/15,C0020,B015YCRYZM,18.0,8659.98
V000008317,4/12/15,C0023,B00J0O5J4Y,3.0,1206.72
V000008318,4/12/15,C0025,B00K15Q2B0,1.0,517.96
V000008319,4/12/15,C0026,B01LQV1YHO,2.0,776.28
V000008320,4/12/15,C0027,B00F3J4B5S,3.0,1236.84
V000008321,4/12/15,C0028,B01KBH547A,1.0,241.87
V000008322,4/12/15,C0029,B01KBH547A,1.0,241.87
V000008323,4/12/15,C0030,B018IZ0SWI,1.0,387.18
V000008324,4/12/15,C0022,B00K15Q2B0,19.0,9841.240000000002
V000008325,4/12/15,C0021,B018IZ0SWI,1.0,387.18
V000008326,4/12/15,C0031,B01KBH547A,3.0,725.61
V000008327,4/12/15,C0032,B00F3J4B5S,3.0,1236.84
V000008328,4/12/15,C0033,B01LQV1YHO,1.0,388.14
V000008329,4/12/15,C0034,B016381QZA,2.0,963.88
V000008330,4/12/15,C0035,B01KBH547A,2.0,483.74
V000008331,4/12/15,C0036,B00K15Q2B0,2.0,1035.92
V000008332,4/12/15,C0037,B016381QZA,6.0,2891.64
V000008333,4/12/15,C0038,B00NQGP42Y,5.0,2839.3
V000008334,4/12/15,C0039,B01DZJFWNC,3.0,715.86
V000008335,4/12/15,C0040,B00NQGP42Y,1.0,567.86
V000008336,4/12/15,C0041,B00F3J4B5S,2.0,824.56
V000008337,4/12/15,C0042,B00NQGP42Y,2.0,1135.72
V000008338,4/12/15,C0043,B00F3J4B5S,2.0,824.56
V000008339,4/12/15,C0044,B01DZJFWNC,1.0,238.62
V000008340,4/12/15,C0045,B00NQGP42Y,3.0,1703.58
V000008341,4/12/15,C0046,B016B7INC2,2.0,487.56
V000008342,4/12/15,C0047,B016381QZA,2.0,963.88
V000008343,4/12/15,C0048,B00NQGP42Y,2.0,1135.72
V000008344,4/12/15,C0049,B018IZ0SWI,2.0,774.36
V000008345,4/12/15,C0050,B01KBH547A,3.0,725.61
V000008346,4/12/15,C0051,B00J0O5J4Y,3.0,1206.72
V000008347,4/12/15,C0052,B00NQGP42Y,4.0,2271.44
V000008348,4/12/15,C0053,B018IZ0SWI,3.0,1161.54
V000008349,4/12/15,C0054,B018IZ0SWI,9.0,3484.62
V000008350,4/12/15,C0055,B018IZ0SWI,2.0,774.36
V000008351,4/12/15,C0056,B01KBH547A,3.0,725.61
V000008352,4/12/15,C0057,B018IZ0SWI,2.0,774.36
V000008353,4/12/15,C0058,B015YCRYZM,2.0,962.22
V000008354,4/12/15,C0059,B018IZ0SWI,3.0,1161.54
V000008355,4/12/15,C0060,B018IZ0SWI,14.0,5420.52
V000008356,4/12/15,C0061,B00F3J4B5S,3.0,1236.84
V000008357,4/12/15,C0062,B01DZJFWNC,3.0,715.86
V000008358,4/12/15,C0063,B018IZ0SWI,24.0,9292.32
V000008359,4/12/15,C0064,B016B7INC2,14.0,3412.92
V000008360,4/12/15,C0065,B016B7INC2,1.0,243.78
V000008361,4/12/15,C0066,B016B7INC2,2.0,487.56
V000008362,4/12/15,C0067,B01EYT1URO,2.0,627.38
V000008363,4/12/15,C0068,B01KBH547A,2.0,483.74
V000008364,4/12/15,C0069,B00K15Q2B0,3.0,1553.88
V000008365,4/12/15,C0070,B01EYT1URO,1.0,313.69
V000008366,5/12/15,C0002,B00NQGP42Y,1.0,567.86
V000008367,5/12/15,C0012,B018IZ0SWI,14.0,5420.52
V000008368,5/12/15,C0011,B00NQGP42Y,3.0,1703.58
V000008369,5/12/15,C0003,B01EYT1URO,3.0,941.0699999999999
V000008370,5/12/15,C0019,B01EYT1URO,1.0,313.69
V000008371,5/12/15,C0004,B00K15Q2B0,2.0,1035.92
V000008372,5/12/15,C0024,B01DZJFWNC,2.0,477.24
V000008373,5/12/15,C0007,B01EYT1URO,7.0,2195.83
V000008374,5/12/15,C0005,B00NQGP42Y,2.0,1135.72
V000008375,5/12/15,C0006,B018IZ0SWI,3.0,1161.54
V000008376,5/12/15,C0009,B016381QZA,2.0,963.88
V000008377,5/12/15,C0001,B00K15Q2B0,2.0,1035.92
V000008378,5/12/15,C0008,B01KBH547A,2.0,483.74
V000008379,5/12/15,C0010,B00F3J4B5S,2.0,824.56
V000008380,5/12/15,C0013,B00K15Q2B0,3.0,1553.88
V000008381,5/12/15,C0014,B00NQGP42Y,3.0,1703.58
V000008382,5/12/15,C0016,B015YCRYZM,3.0,1443.33
V000008383,5/12/15,C0017,B01LQV1YHO,1.0,388.14
V000008384,5/12/15,C0015,B00F3J4B5S,2.0,824.56
V000008385,5/12/15,C0018,B01EYT1URO,2.0,627.38
V000008386,5/12/15,C0020,B01LQV1YHO,2.0,776.28
V000008387,5/12/15,C0023,B00K15Q2B0,2.0,1035.92
V000008388,5/12/15,C0025,B00F3J4B5S,3.0,1236.84
V000008389,5/12/15,C0026,B018IZ0SWI,2.0,774.36
V000008390,5/12/15,C0027,B01KBH547A,2.0,483.74
V000008391,5/12/15,C0028,B01KBH547A,3.0,725.61
V000008392,5/12/15,C0029,B01LQV1YHO,3.0,1164.42
V000008393,5/12/15,C0030,B00F3J4B5S,8.0,3298.24
V000008394,5/12/15,C0022,B00NQGP42Y,3.0,1703.58
V000008395,5/12/15,C0021,B01KBH547A,3.0,725.61
V000008396,5/12/15,C0031,B00F3J4B5S,2.0,824.56
V000008397,5/12/15,C0032,B016381QZA,1.0,481.94
V000008398,5/12/15,C0033,B01EYT1URO,1.0,313.69
V000008399,5/12/15,C0034,B018IZ0SWI,7.0,2710.26
V000008400,5/12/15,C0035,B00NQGP42Y,2.0,1135.72
V000008401,5/12/15,C0036,B00J0O5J4Y,3.0,1206.72
V000008402,5/12/15,C0037,B00F3J4B5S,22.0,9070.16
V000008403,5/12/15,C0038,B00F3J4B5S,2.0,824.56
V000008404,5/12/15,C0039,B01DZJFWNC,1.0,238.62
V000008405,5/12/15,C0040,B01KBH547A,2.0,483.74
V000008406,5/12/15,C0041,B018IZ0SWI,1.0,387.18
V000008407,5/12/15,C0042,B00K15Q2B0,8.0,4143.68
V000008408,5/12/15,C0043,B00NQGP42Y,2.0,1135.72
V000008409,5/12/15,C0044,B01KBH547A,2.0,483.74
V000008410,5/12/15,C0045,B00F3J4B5S,1.0,412.28
V000008411,5/12/15,C0046,B00J0O5J4Y,3.0,1206.72
V000008412,5/12/15,C0047,B00F3J4B5S,2.0,824.56
V000008413,5/12/15,C0048,B01KBH547A,3.0,725.61
V000008414,5/12/15,C0049,B00NQGP42Y,3.0,1703.58
V000008415,5/12/15,C0050,B01LQV1YHO,3.0,1164.42
V000008416,5/12/15,C0051,B016B7INC2,2.0,487.56
V000008417,5/12/15,C0052,B01EYT1URO,1.0,313.69
V000008418,5/12/15,C0053,B01LQV1YHO,3.0,1164.42
V000008419,5/12/15,C0054,B00NQGP42Y,2.0,1135.72
V000008420,5/12/15,C0055,B016B7INC2,1.0,243.78
V000008421,5/12/15,C0056,B01EYT1URO,22.0,6901.18
V000008422,5/12/15,C0057,B016B7INC2,2.0,487.56
V000008423,5/12/15,C0058,B01DZJFWNC,2.0,477.24
V000008424,5/12/15,C0059,B01LQV1YHO,2.0,776.28
V000008425,5/12/15,C0060,B016B7INC2,1.0,243.78
V000008426,5/12/15,C0061,B00K15Q2B0,2.0,1035.92
V000008427,5/12/15,C0062,B01LQV1YHO,2.0,776.28
V000008428,5/12/15,C0063,B018IZ0SWI,3.0,1161.54
V000008429,5/12/15,C0064,B00NQGP42Y,2.0,1135.72
V000008430,5/12/15,C0065,B01DZJFWNC,3.0,715.86
V000008431,6/12/15,C0066,B018IZ0SWI,2.0,774.36
V000008432,6/12/15,C0067,B01DZJFWNC,4.0,954.48
V000008433,6/12/15,C0068,B00K15Q2B0,1.0,517.96
V000008434,6/12/15,C0069,B01KBH547A,1.0,241.87
V000008435,6/12/15,C0070,B016B7INC2,2.0,487.56
V000008436,6/12/15,C0002,B01EYT1URO,1.0,313.69
V000008437,6/12/15,C0012,B016381QZA,2.0,963.88
V000008438,6/12/15,C0011,B00J0O5J4Y,7.0,2815.6800000000003
V000008439,6/12/15,C0003,B015YCRYZM,2.0,962.22
V000008440,6/12/15,C0019,B00NQGP42Y,2.0,1135.72
V000008441,6/12/15,C0004,B00K15Q2B0,2.0,1035.92
V000008442,6/12/15,C0024,B00J0O5J4Y,2.0,804.48
V000008443,6/12/15,C0007,B018IZ0SWI,22.0,8517.960000000001
V000008444,6/12/15,C0005,B00NQGP42Y,3.0,1703.58
V000008445,6/12/15,C0006,B00F3J4B5S,8.0,3298.24
V000008446,6/12/15,C0009,B01DZJFWNC,3.0,715.86
V000008447,6/12/15,C0001,B018IZ0SWI,12.0,4646.16
V000008448,6/12/15,C0008,B01LQV1YHO,2.0,776.28
V000008449,6/12/15,C0010,B01DZJFWNC,2.0,477.24
V000008450,6/12/15,C0013,B018IZ0SWI,1.0,387.18
V000008451,6/12/15,C0014,B00NQGP42Y,1.0,567.86
V000008452,6/12/15,C0016,B00F3J4B5S,2.0,824.56
V000008453,6/12/15,C0017,B00F3J4B5S,13.0,5359.639999999999
V000008454,6/12/15,C0015,B00NQGP42Y,2.0,1135.72
V000008455,6/12/15,C0018,B00F3J4B5S,2.0,824.56
V000008456,6/12/15,C0020,B01KBH547A,2.0,483.74
V000008457,6/12/15,C0023,B018IZ0SWI,2.0,774.36
V000008458,6/12/15,C0025,B01KBH547A,2.0,483.74
V000008459,6/12/15,C0026,B01DZJFWNC,2.0,477.24
V000008460,6/12/15,C0027,B00NQGP42Y,2.0,1135.72
V000008461,6/12/15,C0028,B01EYT1URO,2.0,627.38
V000008462,6/12/15,C0029,B00F3J4B5S,21.0,8657.88
V000008463,6/12/15,C0030,B00NQGP42Y,2.0,1135.72
V000008464,6/12/15,C0022,B01DZJFWNC,1.0,238.62
V000008465,6/12/15,C0021,B00F3J4B5S,2.0,824.56
V000008466,6/12/15,C0031,B016B7INC2,1.0,243.78
V000008467,6/12/15,C0032,B00K15Q2B0,3.0,1553.88
V000008468,6/12/15,C0033,B018IZ0SWI,2.0,774.36
V000008469,6/12/15,C0034,B00NQGP42Y,1.0,567.86
V000008470,6/12/15,C0035,B015YCRYZM,1.0,481.11
V000008471,6/12/15,C0036,B016381QZA,4.0,1927.76
V000008472,6/12/15,C0037,B01KBH547A,1.0,241.87
V000008473,6/12/15,C0038,B01LQV1YHO,1.0,388.14
V000008474,6/12/15,C0039,B015YCRYZM,3.0,1443.33
V000008475,6/12/15,C0040,B00F3J4B5S,2.0,824.56
V000008476,6/12/15,C0041,B018IZ0SWI,4.0,1548.72
V000008477,6/12/15,C0042,B00J0O5J4Y,3.0,1206.72
V000008478,6/12/15,C0043,B01EYT1URO,2.0,627.38
V000008479,6/12/15,C0044,B00NQGP42Y,2.0,1135.72
V000008480,6/12/15,C0045,B01EYT1URO,1.0,313.69
V000008481,6/12/15,C0046,B00K15Q2B0,3.0,1553.88
V000008482,6/12/15,C0047,B00F3J4B5S,2.0,824.56
V000008483,6/12/15,C0048,B01EYT1URO,1.0,313.69
V000008484,6/12/15,C0049,B016381QZA,3.0,1445.82
V000008485,6/12/15,C0050,B01EYT1URO,1.0,313.69
V000008486,6/12/15,C0051,B00K15Q2B0,3.0,1553.88
V000008487,6/12/15,C0052,B00F3J4B5S,3.0,1236.84
V000008488,6/12/15,C0053,B01LQV1YHO,2.0,776.28
V000008489,6/12/15,C0054,B01KBH547A,3.0,725.61
V000008490,6/12/15,C0055,B016381QZA,1.0,481.94
V000008491,6/12/15,C0056,B00K15Q2B0,2.0,1035.92
V000008492,6/12/15,C0057,B00F3J4B5S,3.0,1236.84
V000008493,6/12/15,C0058,B01DZJFWNC,3.0,715.86
V000008494,6/12/15,C0059,B01EYT1URO,21.0,6587.49
V000008495,6/12/15,C0060,B016381QZA,2.0,963.88
V000008496,6/12/15,C0061,B01DZJFWNC,3.0,715.86
V000008497,7/12/15,C0062,B016381QZA,2.0,963.88
V000008498,7/12/15,C0063,B016B7INC2,1.0,243.78
V000008499,7/12/15,C0064,B018IZ0SWI,2.0,774.36
V000008500,7/12/15,C0065,B015YCRYZM,4.0,1924.44
V000008501,7/12/15,C0066,B016381QZA,3.0,1445.82
V000008502,7/12/15,C0067,B018IZ0SWI,1.0,387.18
V000008503,7/12/15,C0068,B01KBH547A,2.0,483.74
V000008504,7/12/15,C0069,B016381QZA,2.0,963.88
V000008505,7/12/15,C0070,B00NQGP42Y,3.0,1703.58
V000008506,7/12/15,C0002,B015YCRYZM,2.0,962.22
V000008507,7/12/15,C0012,B016B7INC2,3.0,731.34
V000008508,7/12/15,C0011,B00F3J4B5S,1.0,412.28
V000008509,7/12/15,C0003,B01EYT1URO,1.0,313.69
V000008510,7/12/15,C0019,B01EYT1URO,1.0,313.69
V000008511,7/12/15,C0004,B016381QZA,2.0,963.88
V000008512,7/12/15,C0024,B00NQGP42Y,4.0,2271.44
V000008513,7/12/15,C0007,B00J0O5J4Y,3.0,1206.72
V000008514,7/12/15,C0005,B00NQGP42Y,2.0,1135.72
V000008515,7/12/15,C0006,B01EYT1URO,4.0,1254.76
V000008516,7/12/15,C0009,B00K15Q2B0,1.0,517.96
V000008517,7/12/15,C0001,B01EYT1URO,2.0,627.38
V000008518,7/12/15,C0008,B01KBH547A,3.0,725.61
V000008519,7/12/15,C0010,B00J0O5J4Y,1.0,402.24
V000008520,7/12/15,C0013,B01LQV1YHO,18.0,6986.5199999999995
V000008521,7/12/15,C0014,B00F3J4B5S,2.0,824.56
V000008522,7/12/15,C0016,B01LQV1YHO,4.0,1552.56
V000008523,7/12/15,C0017,B01KBH547A,3.0,725.61
V000008524,7/12/15,C0015,B00F3J4B5S,3.0,1236.84
V000008525,7/12/15,C0018,B00K15Q2B0,2.0,1035.92
V000008526,7/12/15,C0020,B01KBH547A,4.0,967.48
V000008527,7/12/15,C0023,B01DZJFWNC,3.0,715.86
V000008528,7/12/15,C0025,B01KBH547A,15.0,3628.05
V000008529,7/12/15,C0026,B00NQGP42Y,1.0,567.86
V000008530,7/12/15,C0027,B00NQGP42Y,2.0,1135.72
V000008531,7/12/15,C0028,B01KBH547A,3.0,725.61
V000008532,7/12/15,C0029,B018IZ0SWI,13.0,5033.34
V000008533,7/12/15,C0030,B00K15Q2B0,3.0,1553.88
V000008534,7/12/15,C0022,B01EYT1URO,23.0,7214.87
V000008535,7/12/15,C0021,B00K15Q2B0,1.0,517.96
V000008536,7/12/15,C0031,B01EYT1URO,2.0,627.38
V000008537,7/12/15,C0032,B00F3J4B5S,2.0,824.56
V000008538,7/12/15,C0033,B00K15Q2B0,3.0,1553.88
V000008539,7/12/15,C0034,B01EYT1URO,2.0,627.38
V000008540,7/12/15,C0035,B01EYT1URO,1.0,313.69
V000008541,7/12/15,C0036,B015YCRYZM,1.0,481.11
V000008542,7/12/15,C0037,B00K15Q2B0,1.0,517.96
V000008543,7/12/15,C0038,B01DZJFWNC,1.0,238.62
V000008544,7/12/15,C0039,B00K15Q2B0,2.0,1035.92
V000008545,7/12/15,C0040,B016381QZA,2.0,963.88
V000008546,7/12/15,C0041,B01DZJFWNC,1.0,238.62
V000008547,7/12/15,C0042,B00F3J4B5S,2.0,824.56
V000008548,7/12/15,C0043,B00F3J4B5S,3.0,1236.84
V000008549,7/12/15,C0044,B015YCRYZM,2.0,962.22
V000008550,7/12/15,C0045,B018IZ0SWI,3.0,1161.54
V000008551,8/12/15,C0046,B018IZ0SWI,1.0,387.18
V000008552,8/12/15,C0047,B018IZ0SWI,2.0,774.36
V000008553,8/12/15,C0048,B018IZ0SWI,2.0,774.36
V000008554,8/12/15,C0049,B01DZJFWNC,2.0,477.24
V000008555,8/12/15,C0050,B00F3J4B5S,2.0,824.56
V000008556,8/12/15,C0051,B01LQV1YHO,3.0,1164.42
V000008557,8/12/15,C0052,B01EYT1URO,1.0,313.69
V000008558,8/12/15,C0053,B016381QZA,2.0,963.88
V000008559,8/12/15,C0054,B018IZ0SWI,1.0,387.18
V000008560,8/12/15,C0055,B016B7INC2,2.0,487.56
V000008561,8/12/15,C0056,B00K15Q2B0,3.0,1553.88
V000008562,8/12/15,C0057,B01KBH547A,3.0,725.61
V000008563,8/12/15,C0058,B00F3J4B5S,2.0,824.56
V000008564,8/12/15,C0059,B00K15Q2B0,2.0,1035.92
V000008565,8/12/15,C0060,B01DZJFWNC,5.0,1193.1
V000008566,8/12/15,C0061,B01LQV1YHO,3.0,1164.42
V000008567,8/12/15,C0062,B01DZJFWNC,2.0,477.24
V000008568,8/12/15,C0063,B018IZ0SWI,3.0,1161.54
V000008569,8/12/15,C0064,B016381QZA,2.0,963.88
V000008570,8/12/15,C0065,B00F3J4B5S,1.0,412.28
V000008571,8/12/15,C0066,B00F3J4B5S,2.0,824.56
V000008572,8/12/15,C0067,B016381QZA,3.0,1445.82
V000008573,8/12/15,C0068,B018IZ0SWI,3.0,1161.54
V000008574,8/12/15,C0069,B016381QZA,1.0,481.94
V000008575,8/12/15,C0070,B00K15Q2B0,3.0,1553.88
V000008576,8/12/15,C0002,B00NQGP42Y,2.0,1135.72
V000008577,8/12/15,C0012,B018IZ0SWI,2.0,774.36
V000008578,8/12/15,C0011,B00J0O5J4Y,2.0,804.48
V000008579,8/12/15,C0003,B018IZ0SWI,1.0,387.18
V000008580,8/12/15,C0019,B00F3J4B5S,3.0,1236.84
V000008581,8/12/15,C0004,B01LQV1YHO,2.0,776.28
V000008582,8/12/15,C0024,B00F3J4B5S,1.0,412.28
V000008583,8/12/15,C0007,B00J0O5J4Y,23.0,9251.52
V000008584,8/12/15,C0005,B00K15Q2B0,3.0,1553.88
V000008585,8/12/15,C0000,B00K15Q2B0,3.0,1553.88
V000008586,8/12/15,C0001,B01EYT1URO,2.0,627.38
V000008587,8/12/15,C0002,B01KBH547A,1.0,241.87
V000008588,8/12/15,C0003,B018IZ0SWI,2.0,774.36
V000008589,8/12/15,C0004,B018IZ0SWI,1.0,387.18
V000008590,8/12/15,C0005,B00J0O5J4Y,2.0,804.48
V000008591,8/12/15,C0006,B00F3J4B5S,2.0,824.56
V000008592,8/12/15,C0007,B016B7INC2,1.0,243.78
V000008593,8/12/15,C0008,B016381QZA,2.0,963.88
V000008594,8/12/15,C0009,B01LQV1YHO,3.0,1164.42
V000008595,8/12/15,C0010,B00NQGP42Y,1.0,567.86
V000008596,8/12/15,C0011,B01KBH547A,3.0,725.61
V000008597,8/12/15,C0012,B016381QZA,2.0,963.88
V000008598,8/12/15,C0013,B00F3J4B5S,3.0,1236.84
V000008599,8/12/15,C0014,B018IZ0SWI,3.0,1161.54
V000008600,8/12/15,C0015,B015YCRYZM,1.0,481.11
V000008601,8/12/15,C0016,B00K15Q2B0,10.0,5179.6
V000008602,8/12/15,C0017,B016B7INC2,1.0,243.78
V000008603,8/12/15,C0018,B00NQGP42Y,1.0,567.86
V000008604,8/12/15,C0019,B018IZ0SWI,6.0,2323.08
V000008605,8/12/15,C0020,B00F3J4B5S,3.0,1236.84
V000008606,8/12/15,C0021,B01KBH547A,3.0,725.61
V000008607,8/12/15,C0022,B00F3J4B5S,1.0,412.28
V000008608,8/12/15,C0023,B016B7INC2,2.0,487.56
V000008609,8/12/15,C0024,B016381QZA,1.0,481.94
V000008610,8/12/15,C0025,B01DZJFWNC,2.0,477.24
V000008611,8/12/15,C0026,B016381QZA,3.0,1445.82
V000008612,8/12/15,C0027,B00F3J4B5S,2.0,824.56
V000008613,8/12/15,C0028,B016B7INC2,3.0,731.34
V000008614,8/12/15,C0029,B018IZ0SWI,3.0,1161.54
V000008615,8/12/15,C0030,B01LQV1YHO,2.0,776.28
V000008616,9/12/15,C0031,B016B7INC2,3.0,731.34
V000008617,9/12/15,C0032,B01LQV1YHO,4.0,1552.56
V000008618,9/12/15,C0033,B00K15Q2B0,3.0,1553.88
V000008619,9/12/15,C0034,B016381QZA,3.0,1445.82
V000008620,9/12/15,C0035,B01DZJFWNC,1.0,238.62
V000008621,9/12/15,C0036,B00J0O5J4Y,2.0,804.48
V000008622,9/12/15,C0037,B00K15Q2B0,19.0,9841.240000000002
V000008623,9/12/15,C0038,B00NQGP42Y,2.0,1135.72
V000008624,9/12/15,C0039,B00K15Q2B0,1.0,517.96
V000008625,9/12/15,C0040,B00F3J4B5S,1.0,412.28
V000008626,9/12/15,C0041,B016381QZA,3.0,1445.82
V000008627,9/12/15,C0042,B00K15Q2B0,2.0,1035.92
V000008628,9/12/15,C0043,B00K15Q2B0,2.0,1035.92
V000008629,9/12/15,C0044,B00F3J4B5S,2.0,824.56
V000008630,9/12/15,C0045,B01KBH547A,21.0,5079.27
V000008631,9/12/15,C0046,B00NQGP42Y,3.0,1703.58
V000008632,9/12/15,C0047,B00K15Q2B0,2.0,1035.92
V000008633,9/12/15,C0048,B00K15Q2B0,3.0,1553.88
V000008634,9/12/15,C0049,B00F3J4B5S,2.0,824.56
V000008635,9/12/15,C0050,B018IZ0SWI,1.0,387.18
V000008636,9/12/15,C0051,B00F3J4B5S,1.0,412.28
V000008637,9/12/15,C0052,B00K15Q2B0,3.0,1553.88
V000008638,9/12/15,C0053,B01LQV1YHO,1.0,388.14
V000008639,9/12/15,C0054,B01LQV1YHO,11.0,4269.54
V000008640,9/12/15,C0055,B01KBH547A,2.0,483.74
V000008641,9/12/15,C0056,B016381QZA,2.0,963.88
V000008642,9/12/15,C0057,B01LQV1YHO,2.0,776.28
V000008643,9/12/15,C0058,B018IZ0SWI,3.0,1161.54
V000008644,9/12/15,C0059,B00F3J4B5S,3.0,1236.84
V000008645,9/12/15,C0060,B018IZ0SWI,1.0,387.18
V000008646,9/12/15,C0061,B01LQV1YHO,3.0,1164.42
V000008647,9/12/15,C0062,B00NQGP42Y,1.0,567.86
V000008648,9/12/15,C0063,B00F3J4B5S,3.0,1236.84
V000008649,9/12/15,C0064,B00K15Q2B0,2.0,1035.92
V000008650,9/12/15,C0065,B016381QZA,2.0,963.88
V000008651,9/12/15,C0066,B00K15Q2B0,2.0,1035.92
V000008652,9/12/15,C0067,B00NQGP42Y,3.0,1703.58
V000008653,9/12/15,C0068,B018IZ0SWI,3.0,1161.54
V000008654,9/12/15,C0069,B018IZ0SWI,2.0,774.36
V000008655,9/12/15,C0070,B016381QZA,1.0,481.94
V000008656,9/12/15,C0002,B015YCRYZM,3.0,1443.33
V000008657,9/12/15,C0012,B00K15Q2B0,2.0,1035.92
