código_venta,fecha,códigocliente,códigoproducto,unidades_predichas,preciototal
V000082703,2025-12-19,C0000,B00NQGP42Y,2,1135.72
V000082704,2025-12-19,C0014,B01LQV1YHO,19,7374.66
V000082705,2025-12-19,C0003,B01DZJFWNC,10,2386.2
V000082706,2025-12-19,C0051,B018IZ0SWI,11,4258.9800000000005
V000082707,2025-12-19,C0062,B00NQGP42Y,8,4542.88
V000082708,2025-12-19,C0031,B01LQV1YHO,2,776.28
V000082709,2025-12-19,C0032,B01KBH547A,18,4353.66
V000082710,2025-12-19,C0049,B015YCRYZM,7,3367.77
V000082711,2025-12-19,C0049,B00J0O5J4Y,5,2011.2
V000082712,2025-12-19,C0063,B00NQGP42Y,3,1703.58
V000082713,2025-12-19,C0070,B00F3J4B5S,2,824.56
V000082714,2025-12-19,C0044,B00K15Q2B0,8,4143.68
V000082715,2025-12-19,C0037,B01EYT1URO,13,4077.97
V000082716,2025-12-19,C0064,B00F3J4B5S,19,7833.32
V000082717,2025-12-19,C0011,B01DZJFWNC,6,1431.72
V000082718,2025-12-19,C0001,B01DZJFWNC,10,2386.2
V000082719,2025-12-19,C0064,B016381QZA,15,7229.1
V000082720,2025-12-19,C0042,B01KBH547A,15,3628.05
V000082721,2025-12-19,C0009,B016381QZA,9,4337.46
V000082722,2025-12-20,C0017,B018IZ0SWI,25,9679.5
V000082723,2025-12-20,C0020,B016381QZA,5,2409.7
V000082724,2025-12-20,C0055,B01EYT1URO,7,2195.83
V000082725,2025-12-20,C0017,B015YCRYZM,7,3367.77
V000082726,2025-12-20,C0023,B01EYT1URO,4,1254.76
V000082727,2025-12-20,C0055,B00NQGP42Y,7,3975.02
V000082728,2025-12-20,C0054,B00F3J4B5S,13,5359.639999999999
V000082729,2025-12-20,C0007,B00K15Q2B0,24,12431.04
V000082730,2025-12-20,C0027,B01DZJFWNC,5,1193.1
V000082731,2025-12-20,C0004,B00K15Q2B0,23,11913.080000000002
V000082732,2025-12-20,C0061,B016B7INC2,3,731.34
V000082733,2025-12-20,C0069,B016381QZA,16,7711.04
V000082734,2025-12-20,C0009,B015YCRYZM,12,5773.32
V000082735,2025-12-20,C0006,B016381QZA,9,4337.46
V000082736,2025-12-20,C0069,B01LQV1YHO,7,2716.98
V000082737,2025-12-20,C0036,B01LQV1YHO,4,1552.56
V000082738,2025-12-20,C0011,B016381QZA,7,3373.58
V000082739,2025-12-20,C0011,B00NQGP42Y,28,15900.08
V000082740,2025-12-20,C0038,B00NQGP42Y,10,5678.6
V000082741,2025-12-20,C0019,B00NQGP42Y,3,1703.58
V000082742,2025-12-20,C0046,B01EYT1URO,2,627.38
V000082743,2025-12-20,C0039,B01KBH547A,24,5804.88
V000082744,2025-12-20,C0008,B00J0O5J4Y,5,2011.2
V000082745,2025-12-20,C0033,B018IZ0SWI,1,387.18
V000082746,2025-12-21,C0069,B01EYT1URO,10,3136.9
V000082747,2025-12-21,C0067,B00J0O5J4Y,3,1206.72
V000082748,2025-12-21,C0070,B00NQGP42Y,16,9085.76
V000082749,2025-12-21,C0066,B018IZ0SWI,9,3484.62
V000082750,2025-12-21,C0070,B01LQV1YHO,8,3105.12
V000082751,2025-12-21,C0014,B016381QZA,6,2891.64
V000082752,2025-12-21,C0046,B018IZ0SWI,13,5033.34
V000082753,2025-12-21,C0024,B01EYT1URO,11,3450.59
V000082754,2025-12-21,C0048,B00NQGP42Y,20,11357.2
V000082755,2025-12-21,C0055,B01DZJFWNC,13,3102.06
V000082756,2025-12-21,C0035,B01LQV1YHO,8,3105.12
V000082757,2025-12-21,C0038,B01DZJFWNC,11,2624.82
V000082758,2025-12-21,C0049,B01KBH547A,5,1209.35
V000082759,2025-12-21,C0035,B01DZJFWNC,10,2386.2
V000082760,2025-12-21,C0056,B00K15Q2B0,6,3107.76
V000082761,2025-12-21,C0056,B00NQGP42Y,6,3407.16
V000082762,2025-12-21,C0015,B00NQGP42Y,16,9085.76
V000082763,2025-12-21,C0015,B018IZ0SWI,16,6194.88
V000082764,2025-12-21,C0056,B016B7INC2,12,2925.36
V000082765,2025-12-21,C0033,B00NQGP42Y,1,567.86
V000082766,2025-12-21,C0017,B00K15Q2B0,17,8805.32
V000082767,2025-12-21,C0051,B00K15Q2B0,23,11913.080000000002
V000082768,2025-12-21,C0055,B00K15Q2B0,20,10359.2
V000082769,2025-12-21,C0031,B00NQGP42Y,13,7382.18
V000082770,2025-12-21,C0030,B00J0O5J4Y,4,1608.96
V000082771,2025-12-21,C0008,B01LQV1YHO,4,1552.56
V000082772,2025-12-21,C0018,B01EYT1URO,10,3136.9
V000082773,2025-12-21,C0065,B016381QZA,9,4337.46
V000082774,2025-12-21,C0027,B018IZ0SWI,15,5807.7
V000082775,2025-12-21,C0027,B016381QZA,4,1927.76
V000082776,2025-12-21,C0036,B018IZ0SWI,11,4258.9800000000005
V000082777,2025-12-21,C0043,B00K15Q2B0,19,9841.240000000002
V000082778,2025-12-21,C0010,B016381QZA,9,4337.46
V000082779,2025-12-21,C0026,B01EYT1URO,10,3136.9
V000082780,2025-12-21,C0054,B018IZ0SWI,24,9292.32
V000082781,2025-12-21,C0016,B01LQV1YHO,4,1552.56
V000082782,2025-12-22,C0020,B01KBH547A,5,1209.35
V000082783,2025-12-22,C0006,B015YCRYZM,10,4811.1
V000082784,2025-12-22,C0029,B016381QZA,4,1927.76
V000082785,2025-12-22,C0019,B01KBH547A,11,2660.57
V000082786,2025-12-22,C0006,B00NQGP42Y,17,9653.62
V000082787,2025-12-22,C0005,B01KBH547A,26,6288.62
V000082788,2025-12-22,C0020,B00J0O5J4Y,2,804.48
V000082789,2025-12-22,C0058,B018IZ0SWI,14,5420.52
V000082790,2025-12-22,C0020,B01DZJFWNC,8,1908.96
V000082791,2025-12-22,C0008,B018IZ0SWI,20,7743.6
V000082792,2025-12-22,C0022,B00J0O5J4Y,1,402.24
V000082793,2025-12-22,C0028,B01DZJFWNC,1,238.62
V000082794,2025-12-22,C0053,B01DZJFWNC,15,3579.3
V000082795,2025-12-22,C0052,B00J0O5J4Y,7,2815.6800000000003
V000082796,2025-12-22,C0030,B01LQV1YHO,2,776.28
V000082797,2025-12-22,C0004,B018IZ0SWI,14,5420.52
V000082798,2025-12-22,C0003,B016B7INC2,4,975.12
V000082799,2025-12-22,C0054,B01LQV1YHO,13,5045.82
V000082800,2025-12-22,C0055,B016B7INC2,1,243.78
V000082801,2025-12-22,C0003,B015YCRYZM,12,5773.32
V000082802,2025-12-22,C0024,B016B7INC2,3,731.34
V000082803,2025-12-22,C0032,B015YCRYZM,8,3848.88
V000082804,2025-12-22,C0050,B016381QZA,2,963.88
V000082805,2025-12-22,C0067,B016B7INC2,8,1950.24
V000082806,2025-12-22,C0033,B00K15Q2B0,23,11913.080000000002
V000082807,2025-12-22,C0056,B016381QZA,8,3855.52
V000082808,2025-12-22,C0034,B00NQGP42Y,22,12492.92
V000082809,2025-12-22,C0019,B01EYT1URO,5,1568.45
V000082810,2025-12-22,C0019,B01LQV1YHO,5,1940.6999999999998
V000082811,2025-12-22,C0014,B015YCRYZM,4,1924.44
V000082812,2025-12-22,C0070,B00K15Q2B0,3,1553.88
V000082813,2025-12-22,C0040,B016381QZA,8,3855.52
V000082814,2025-12-22,C0063,B01LQV1YHO,10,3881.3999999999996
V000082815,2025-12-22,C0064,B00K15Q2B0,8,4143.68
V000082816,2025-12-22,C0060,B00J0O5J4Y,4,1608.96
V000082817,2025-12-22,C0009,B01KBH547A,23,5563.01
V000082818,2025-12-22,C0059,B01LQV1YHO,7,2716.98
V000082819,2025-12-22,C0067,B00F3J4B5S,13,5359.639999999999
V000082820,2025-12-22,C0015,B00K15Q2B0,6,3107.76
V000082821,2025-12-22,C0009,B00K15Q2B0,13,6733.4800000000005
V000082822,2025-12-22,C0000,B01DZJFWNC,6,1431.72
V000082823,2025-12-22,C0018,B01KBH547A,15,3628.05
V000082824,2025-12-23,C0030,B00F3J4B5S,11,4535.08
V000082825,2025-12-23,C0024,B00K15Q2B0,18,9323.28
V000082826,2025-12-23,C0032,B016B7INC2,8,1950.24
V000082827,2025-12-23,C0062,B016381QZA,7,3373.58
V000082828,2025-12-23,C0014,B00K15Q2B0,26,13466.960000000001
V000082829,2025-12-23,C0039,B01LQV1YHO,4,1552.56
V000082830,2025-12-23,C0004,B01LQV1YHO,16,6210.24
V000082831,2025-12-23,C0008,B01DZJFWNC,7,1670.3400000000001
V000082832,2025-12-23,C0068,B01EYT1URO,15,4705.35
V000082833,2025-12-23,C0054,B00K15Q2B0,22,11395.12
V000082834,2025-12-23,C0010,B018IZ0SWI,21,8130.78
V000082835,2025-12-23,C0019,B00F3J4B5S,10,4122.799999999999
V000082836,2025-12-23,C0066,B00K15Q2B0,16,8287.36
V000082837,2025-12-23,C0028,B00NQGP42Y,4,2271.44
V000082838,2025-12-23,C0053,B01LQV1YHO,8,3105.12
V000082839,2025-12-23,C0009,B016B7INC2,2,487.56
V000082840,2025-12-23,C0064,B00NQGP42Y,7,3975.02
V000082841,2025-12-23,C0053,B00J0O5J4Y,2,804.48
V000082842,2025-12-23,C0069,B00F3J4B5S,10,4122.799999999999
V000082843,2025-12-23,C0005,B015YCRYZM,7,3367.77
V000082844,2025-12-23,C0037,B00NQGP42Y,10,5678.6
V000082845,2025-12-23,C0057,B015YCRYZM,7,3367.77
V000082846,2025-12-23,C0020,B016B7INC2,1,243.78
V000082847,2025-12-23,C0037,B016381QZA,13,6265.22
V000082848,2025-12-23,C0016,B00F3J4B5S,13,5359.639999999999
V000082849,2025-12-23,C0059,B01EYT1URO,2,627.38
V000082850,2025-12-23,C0058,B01KBH547A,14,3386.1800000000003
V000082851,2025-12-23,C0034,B01LQV1YHO,5,1940.6999999999998
V000082852,2025-12-24,C0059,B018IZ0SWI,19,7356.42
V000082853,2025-12-24,C0052,B00K15Q2B0,10,5179.6
V000082854,2025-12-24,C0059,B016B7INC2,8,1950.24
V000082855,2025-12-24,C0017,B01LQV1YHO,10,3881.3999999999996
V000082856,2025-12-24,C0030,B015YCRYZM,13,6254.43
V000082857,2025-12-24,C0065,B01DZJFWNC,13,3102.06
V000082858,2025-12-24,C0017,B016B7INC2,6,1462.68
V000082859,2025-12-24,C0018,B01LQV1YHO,1,388.14
V000082860,2025-12-24,C0020,B01LQV1YHO,9,3493.2599999999998
V000082861,2025-12-24,C0038,B016B7INC2,6,1462.68
V000082862,2025-12-24,C0028,B00K15Q2B0,1,517.96
V000082863,2025-12-24,C0036,B00K15Q2B0,16,8287.36
V000082864,2025-12-24,C0038,B01LQV1YHO,3,1164.42
V000082865,2025-12-24,C0050,B01EYT1URO,7,2195.83
V000082866,2025-12-24,C0062,B00J0O5J4Y,12,4826.88
V000082867,2025-12-24,C0014,B018IZ0SWI,28,10841.04
V000082868,2025-12-24,C0050,B018IZ0SWI,13,5033.34
V000082869,2025-12-24,C0056,B00F3J4B5S,13,5359.639999999999
V000082870,2025-12-24,C0038,B016381QZA,13,6265.22
V000082871,2025-12-24,C0039,B00F3J4B5S,10,4122.799999999999
V000082872,2025-12-24,C0041,B00J0O5J4Y,9,3620.16
V000082873,2025-12-24,C0038,B00K15Q2B0,16,8287.36
V000082874,2025-12-25,C0036,B016381QZA,5,2409.7
V000082875,2025-12-25,C0032,B01LQV1YHO,11,4269.54
V000082876,2025-12-25,C0033,B01DZJFWNC,10,2386.2
V000082877,2025-12-25,C0033,B01LQV1YHO,9,3493.2599999999998
V000082878,2025-12-25,C0048,B00J0O5J4Y,6,2413.44
V000082879,2025-12-25,C0002,B018IZ0SWI,21,8130.78
V000082880,2025-12-25,C0039,B00K15Q2B0,10,5179.6
V000082881,2025-12-25,C0035,B01EYT1URO,2,627.38
V000082882,2025-12-25,C0040,B00K15Q2B0,22,11395.12
V000082883,2025-12-25,C0041,B016B7INC2,2,487.56
V000082884,2025-12-25,C0033,B01KBH547A,5,1209.35
V000082885,2025-12-25,C0047,B01EYT1URO,6,1882.1399999999999
V000082886,2025-12-25,C0021,B01EYT1URO,7,2195.83
V000082887,2025-12-25,C0012,B01LQV1YHO,12,4657.68
V000082888,2025-12-25,C0059,B016381QZA,12,5783.28
V000082889,2025-12-25,C0013,B00J0O5J4Y,10,4022.4
V000082890,2025-12-25,C0006,B00F3J4B5S,4,1649.12
V000082891,2025-12-25,C0055,B00F3J4B5S,7,2885.96
V000082892,2025-12-25,C0063,B00F3J4B5S,20,8245.599999999999
V000082893,2025-12-25,C0023,B018IZ0SWI,18,6969.24
V000082894,2025-12-25,C0024,B01LQV1YHO,10,3881.3999999999996
V000082895,2025-12-25,C0027,B00F3J4B5S,6,2473.68
V000082896,2025-12-25,C0061,B01EYT1URO,3,941.0699999999999
V000082897,2025-12-25,C0016,B016B7INC2,6,1462.68
V000082898,2025-12-25,C0004,B00NQGP42Y,25,14196.5
V000082899,2025-12-25,C0022,B01KBH547A,14,3386.1800000000003
V000082900,2025-12-25,C0029,B00J0O5J4Y,2,804.48
V000082901,2025-12-25,C0063,B00J0O5J4Y,9,3620.16
V000082902,2025-12-25,C0058,B00NQGP42Y,17,9653.62
V000082903,2025-12-26,C0035,B015YCRYZM,6,2886.66
V000082904,2025-12-26,C0067,B01EYT1URO,15,4705.35
V000082905,2025-12-26,C0054,B01KBH547A,20,4837.4
V000082906,2025-12-26,C0019,B018IZ0SWI,20,7743.6
V000082907,2025-12-26,C0036,B01EYT1URO,4,1254.76
V000082908,2025-12-26,C0006,B01LQV1YHO,9,3493.2599999999998
V000082909,2025-12-26,C0036,B01KBH547A,20,4837.4
V000082910,2025-12-26,C0037,B00J0O5J4Y,12,4826.88
V000082911,2025-12-26,C0007,B018IZ0SWI,24,9292.32
V000082912,2025-12-26,C0061,B00NQGP42Y,25,14196.5
V000082913,2025-12-26,C0038,B015YCRYZM,6,2886.66
V000082914,2025-12-26,C0013,B01EYT1URO,14,4391.66
V000082915,2025-12-26,C0038,B01EYT1URO,5,1568.45
V000082916,2025-12-26,C0021,B01LQV1YHO,15,5822.099999999999
V000082917,2025-12-26,C0000,B01KBH547A,7,1693.0900000000001
V000082918,2025-12-26,C0008,B016B7INC2,5,1218.9
V000082919,2025-12-26,C0047,B016381QZA,6,2891.64
V000082920,2025-12-26,C0025,B018IZ0SWI,26,10066.68
V000082921,2025-12-26,C0068,B00NQGP42Y,9,5110.74
V000082922,2025-12-26,C0051,B01EYT1URO,9,2823.21
V000082923,2025-12-26,C0043,B01KBH547A,14,3386.1800000000003
V000082924,2025-12-26,C0008,B00F3J4B5S,26,10719.279999999999
V000082925,2025-12-26,C0041,B015YCRYZM,4,1924.44
V000082926,2025-12-26,C0023,B01DZJFWNC,5,1193.1
V000082927,2025-12-26,C0003,B00J0O5J4Y,1,402.24
V000082928,2025-12-26,C0052,B00NQGP42Y,4,2271.44
V000082929,2025-12-26,C0041,B01DZJFWNC,2,477.24
V000082930,2025-12-27,C0009,B01EYT1URO,1,313.69
V000082931,2025-12-27,C0043,B01LQV1YHO,2,776.28
V000082932,2025-12-27,C0046,B01LQV1YHO,2,776.28
V000082933,2025-12-27,C0000,B018IZ0SWI,21,8130.78
V000082934,2025-12-27,C0039,B01EYT1URO,4,1254.76
V000082935,2025-12-27,C0045,B00NQGP42Y,17,9653.62
V000082936,2025-12-27,C0014,B00F3J4B5S,8,3298.24
V000082937,2025-12-27,C0042,B00NQGP42Y,13,7382.18
V000082938,2025-12-27,C0011,B016B7INC2,7,1706.46
V000082939,2025-12-27,C0012,B00K15Q2B0,15,7769.400000000001
V000082940,2025-12-27,C0001,B016381QZA,4,1927.76
V000082941,2025-12-27,C0007,B00NQGP42Y,11,6246.46
V000082942,2025-12-27,C0048,B00F3J4B5S,12,4947.36
V000082943,2025-12-27,C0037,B01KBH547A,22,5321.14
V000082944,2025-12-27,C0024,B00F3J4B5S,12,4947.36
V000082945,2025-12-27,C0060,B01LQV1YHO,4,1552.56
V000082946,2025-12-27,C0056,B018IZ0SWI,13,5033.34
V000082947,2025-12-27,C0031,B01DZJFWNC,9,2147.58
V000082948,2025-12-27,C0005,B01DZJFWNC,11,2624.82
V000082949,2025-12-27,C0053,B01KBH547A,7,1693.0900000000001
V000082950,2025-12-27,C0021,B00J0O5J4Y,4,1608.96
V000082951,2025-12-27,C0052,B01KBH547A,8,1934.96
V000082952,2025-12-27,C0060,B00NQGP42Y,3,1703.58
V000082953,2025-12-27,C0027,B01EYT1URO,14,4391.66
V000082954,2025-12-27,C0060,B01DZJFWNC,6,1431.72
V000082955,2025-12-27,C0059,B01KBH547A,9,2176.83
V000082956,2025-12-28,C0043,B018IZ0SWI,8,3097.44
V000082957,2025-12-28,C0005,B00J0O5J4Y,3,1206.72
V000082958,2025-12-28,C0054,B016381QZA,4,1927.76
V000082959,2025-12-28,C0042,B018IZ0SWI,14,5420.52
V000082960,2025-12-28,C0052,B00F3J4B5S,14,5771.92
V000082961,2025-12-28,C0032,B00K15Q2B0,21,10877.16
V000082962,2025-12-28,C0028,B01EYT1URO,5,1568.45
V000082963,2025-12-28,C0045,B016381QZA,5,2409.7
V000082964,2025-12-28,C0046,B00K15Q2B0,15,7769.400000000001
V000082965,2025-12-28,C0011,B00F3J4B5S,28,11543.84
V000082966,2025-12-28,C0067,B01LQV1YHO,10,3881.3999999999996
V000082967,2025-12-28,C0021,B016381QZA,8,3855.52
V000082968,2025-12-28,C0034,B018IZ0SWI,13,5033.34
V000082969,2025-12-28,C0049,B00F3J4B5S,12,4947.36
V000082970,2025-12-28,C0058,B016B7INC2,11,2681.58
V000082971,2025-12-28,C0006,B00K15Q2B0,28,14502.880000000001
V000082972,2025-12-28,C0047,B01KBH547A,12,2902.44
V000082973,2025-12-28,C0038,B018IZ0SWI,17,6582.06
V000082974,2025-12-28,C0047,B016B7INC2,9,2194.02
V000082975,2025-12-28,C0024,B00NQGP42Y,17,9653.62
V000082976,2025-12-28,C0029,B018IZ0SWI,14,5420.52
